item_type,file,key_a,key_b,label,origin,source_db,source_ref,pmid,doi,nct_id,chembl_id,mesh_id,drugbank_id,source_url,source_title,source_journal_year,retrieved_on,query_used,evidence_level,verdict,verification,ref_url,note
disease_node,omics/disease.csv,469,D015179,寵物-Colorectal Neoplasms,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"PLoS One 2012, 'Frequent alteration of the tumor suppressor gene APC in sporadic canine colorectal tumors'",23251390,,,,D015179,,https://pubmed.ncbi.nlm.nih.gov/23251390/,,"PLoS One 2012, 'Frequent alteration of the tumor suppressor gene APC in sporadic canine colorectal tumors'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/23251390/,
disease_node,omics/disease.csv,470,D002292,"寵物-Carcinoma, Renal Cell",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Vet Pathol 2015, 'Prognostic significance of histologic features in canine renal cell carcinomas: 70 nephrectomies'",24829287,,,,D002292,,https://pubmed.ncbi.nlm.nih.gov/24829287/,,"Vet Pathol 2015, 'Prognostic significance of histologic features in canine renal cell carcinomas: 70 nephrectomies'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/24829287/,Subtype distribution is inverted -- clear cell RCC is ~75% of human renal carcinomas but only 9% of canine cases (papillary at 21% predominates in dog
disease_node,omics/disease.csv,471,D010392,寵物-Pemphigus,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Vet Immunol Immunopathol (canine DSC1 as major PF autoantigen),22884397,,,,D010392,,https://pubmed.ncbi.nlm.nih.gov/22884397/,,Vet Immunol Immunopathol (canine DSC1 as major PF autoantigen),2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/22884397/,"The major autoantigen in canine pemphigus foliaceus is desmocollin-1 (DSG1 detected in only ~6% of sera), whereas human pemphigus targets desmoglein-1"
disease_node,omics/disease.csv,472,D002289,"寵物-Carcinoma, Non-Small-Cell Lung",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Front Vet Sci, 'Canine lung carcinoma - A descriptive review'",,,,,D002289,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11788302/,,"Front Vet Sci, 'Canine lung carcinoma - A descriptive review'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pmc.ncbi.nlm.nih.gov/articles/PMC11788302/,No tobacco etiology is recognized in dogs and the driver landscape is inverted -- HER2 mutations in ~38% of canine pulmonary adenocarcinomas vs ~3% in
disease_node,omics/disease.csv,473,D006980,寵物-Hyperthyroidism,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"MSD Vet Manual, 'Hyperthyroidism in Animals'",,,,,D006980,,https://www.msdvetmanual.com/endocrine-system/the-thyroid-gland/hyperthyroidism-in-animals,,"MSD Vet Manual, 'Hyperthyroidism in Animals'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://www.msdvetmanual.com/endocrine-system/the-thyroid-gland/hyperthyroidism-in-animals,Feline hyperthyroidism is a non-autoimmune autonomous nodular disease (no circulating thyroid-stimulating immunoglobulins) that models human toxic nod
disease_node,omics/disease.csv,474,D001749,寵物-Urinary Bladder Neoplasms,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Front Oncol 2022, naturally-occurring canine model of high grade urothelial carcinoma",,,,,D001749,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9692095/,,"Front Oncol 2022, naturally-occurring canine model of high grade urothelial carcinoma",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pmc.ncbi.nlm.nih.gov/articles/PMC9692095/,Canine urothelial carcinoma is >80% high-grade muscle-invasive disease centered on the bladder trigone and carries an activating BRAF V595E mutation i
disease_node,omics/disease.csv,475,D001008,寵物-Anxiety Disorders,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"MSD Vet Manual, 'Behavioral Problems of Dogs'",,,,,D001008,,https://www.msdvetmanual.com/behavior/normal-social-behavior-and-behavioral-problems-of-domestic-animals/behavioral-problems-of-dogs,,"MSD Vet Manual, 'Behavioral Problems of Dogs'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://www.msdvetmanual.com/behavior/normal-social-behavior-and-behavioral-problems-of-domestic-animals/behavioral-problems-of-dogs,"Canine anxiety is dominated by separation distress and noise phobia, diagnosed purely from observed behavior with no self-reported cognitive component"
disease_node,omics/disease.csv,476,D000744,"寵物-Anemia, Hemolytic, Autoimmune",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"ACVIM consensus statement 2019 (Garden et al., diagnosis of IMHA in dogs and cats)",,,,,D000744,,https://onlinelibrary.wiley.com/doi/10.1111/jvim.15441,,"ACVIM consensus statement 2019 (Garden et al., diagnosis of IMHA in dogs and cats)",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://onlinelibrary.wiley.com/doi/10.1111/jvim.15441,
disease_node,omics/disease.csv,477,D001228,寵物-Aspergillosis,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"MSD Vet Manual, 'Aspergillosis in Animals'",,,,,D001228,,https://www.msdvetmanual.com/infectious-diseases/fungal-infections/aspergillosis-in-animals,,"MSD Vet Manual, 'Aspergillosis in Animals'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://www.msdvetmanual.com/infectious-diseases/fungal-infections/aspergillosis-in-animals,"Dogs and cats mainly develop fungal rhinosinusitis as immunocompetent hosts (dolichocephalic dogs, A. fumigatus; cats, A. felis), whereas human asperg"
disease_node,omics/disease.csv,478,D000077195,寵物-Squamous Cell Carcinoma of Head and Neck,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,'Canine Spontaneous Head and Neck Squamous Cell Carcinomas Represent Their Human Counterparts at the Molecular Level',,,,,D000077195,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4452692/,,'Canine Spontaneous Head and Neck Squamous Cell Carcinomas Represent Their Human Counterparts at the Molecular Level',2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pmc.ncbi.nlm.nih.gov/articles/PMC4452692/,"Canine/feline oral SCC has no true HPV-driven counterpart (it models only HPV-negative HNSCC, while ~25% of human HNSCC is high-risk HPV-associated) a"
disease_node,omics/disease.csv,479,D020190,"寵物-Myoclonic Epilepsy, Juvenile",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"PNAS 2017, 'Generalized myoclonic epilepsy with photosensitivity in juvenile dogs caused by a defective DIRAS family GTPase 1'",,,,,D020190,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5347561/,,"PNAS 2017, 'Generalized myoclonic epilepsy with photosensitivity in juvenile dogs caused by a defective DIRAS family GTPase 1'",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pmc.ncbi.nlm.nih.gov/articles/PMC5347561/,"Canine JME is a breed-restricted monogenic autosomal-recessive disorder caused by a 4-bp DIRAS1 deletion, whereas human JME shows complex/heterogeneou"
disease_node,omics/disease.csv,480,D007011,寵物-Hypoparathyroidism,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,MSD Vet Manual,,,,,D007011,,https://www.msdvetmanual.com/musculoskeletal-system/dystrophies-associated-with-calcium-phosphorus-and-vitamin-d/hypoparathyroidism-in-dogs,,MSD Vet Manual,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://www.msdvetmanual.com/musculoskeletal-system/dystrophies-associated-with-calcium-phosphorus-and-vitamin-d/hypoparathyroidism-in-dogs,
disease_node,omics/disease.csv,481,D006333,寵物-Heart Failure,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Merck Vet Manual,,,,,D006333,,https://www.merckvetmanual.com/dog-owners/heart-and-blood-vessel-disorders-of-dogs/heart-failure-in-dogs,,Merck Vet Manual,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://www.merckvetmanual.com/dog-owners/heart-and-blood-vessel-disorders-of-dogs/heart-failure-in-dogs,"The CHF syndrome itself is real in both species, but the etiologic substrate is fundamentally different: dogs fail from degenerative mitral valve dise"
disease_node,omics/disease.csv,482,D012516,寵物-Osteosarcoma,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Front Vet Sci 2022 comparative oncology review,36570509,,,,D012516,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9773846/,,Front Vet Sci 2022 comparative oncology review,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/36570509/,
disease_node,omics/disease.csv,483,D006528,"寵物-Carcinoma, Hepatocellular",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Vet Sci 2022, Comparative Oncology: Management of Hepatic Neoplasia in Humans and Dogs",36136704,,,,D006528,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9505178/,,"Vet Sci 2022, Comparative Oncology: Management of Hepatic Neoplasia in Humans and Dogs",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/36136704/,"Canine HCC lacks the chronic hepatitis B/C and cirrhosis background that drives the majority of human HCC (HBV alone = 55% of cases globally), and pre"
disease_node,omics/disease.csv,484,D018273,"寵物-Carcinoma, Islet Cell",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Transl Oncol 2022, Canine insulinoma as a model for human malignant insulinoma research",34794032,,,,D018273,,https://pubmed.ncbi.nlm.nih.gov/34794032/,,"Transl Oncol 2022, Canine insulinoma as a model for human malignant insulinoma research",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/34794032/,
disease_node,omics/disease.csv,485,D011087,寵物-Polycythemia Vera,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"Beurlet et al., Exp Hematol 2011; Merck Vet Manual (Erythrocytosis in Animals)",21320566,,,,D011087,,https://pubmed.ncbi.nlm.nih.gov/21320566/,,"Beurlet et al., Exp Hematol 2011; Merck Vet Manual (Erythrocytosis in Animals)",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/21320566/,"Human PV is defined molecularly by JAK2 V617F in ~95% of cases, whereas canine/feline primary erythrocytosis is essentially a diagnosis of exclusion w"
disease_node,omics/disease.csv,486,D003453,寵物-Cryptococcosis,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Merck Vet Manual,,,,,D003453,,https://www.merckvetmanual.com/infectious-diseases/fungal-infections/cryptococcosis-in-animals,,Merck Vet Manual,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://www.merckvetmanual.com/infectious-diseases/fungal-infections/cryptococcosis-in-animals,
disease_node,omics/disease.csv,487,D009165,"寵物-Mycobacterium Infections, Nontuberculous",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Merck Vet Manual; Vet Dermatol 2013 (cutaneous NTM granulomas in cats and dogs),23331691,,,,D009165,,https://www.merckvetmanual.com/generalized-conditions/mycobacterial-infections-in-animals/mycobacterial-infections-in-animals,,Merck Vet Manual; Vet Dermatol 2013 (cutaneous NTM granulomas in cats and dogs),2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/23331691/,
disease_node,omics/disease.csv,488,D003480,寵物-Cushing Syndrome,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,Merck Vet Manual,,,,,D003480,,https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals,,Merck Vet Manual,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals,
disease_node,omics/disease.csv,489,D002862,寵物-Chromoblastomycosis,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,J Feline Med Surg 2015 case report; MSD Vet Manual (Phaeohyphomycosis in Animals),25425600,,,,D002862,,https://pubmed.ncbi.nlm.nih.gov/25425600/,,J Feline Med Surg 2015 case report; MSD Vet Manual (Phaeohyphomycosis in Animals),2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/25425600/,True chromoblastomycosis (muriform/sclerotic bodies from traumatic inoculation) is essentially absent in dogs/cats and exists only as isolated case re
disease_node,omics/disease.csv,490,D020790,"寵物-Diabetes Insipidus, Neurogenic",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,MSD/Merck Vet Manual (Diabetes Insipidus in Animals); JAVMA 1996 20-case series,8944803,,,,D020790,,https://www.merckvetmanual.com/endocrine-system/the-pituitary-gland/diabetes-insipidus-in-animals,,MSD/Merck Vet Manual (Diabetes Insipidus in Animals); JAVMA 1996 20-case series,2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/8944803/,
disease_node,omics/disease.csv,491,D006660,寵物-Histoplasmosis,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,MSD/Merck Vet Manual (Histoplasmosis in Animals),16317912,,,,D006660,,https://www.merckvetmanual.com/infectious-diseases/fungal-infections/histoplasmosis-in-animals,,MSD/Merck Vet Manual (Histoplasmosis in Animals),2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/16317912/,
disease_node,omics/disease.csv,492,D011020,"寵物-Pneumonia, Pneumocystis",KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,"J Fungi 2024;10(3):198 (Coffey et al., CARMIL2 immunodeficiency in CKCS)",,,,,D011020,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10970956/,,"J Fungi 2024;10(3):198 (Coffey et al., CARMIL2 immunodeficiency in CKCS)",2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,ANALOGOUS,跨物種病種查證(pet_bridges_provenance.csv),https://pmc.ncbi.nlm.nih.gov/articles/PMC10970956/,"Pneumocystis is strictly host-specific: dogs are infected by the genetically distinct P. canis and cannot be infected by human P. jirovecii, and the p"
disease_node,omics/disease.csv,493,D007896,寵物-Leishmaniasis,KPet(人工建立),MeSH (NLM) — 沿用橋接人類病的 MeSH,LeishVet guidelines (canine leishmaniosis directions),,,,,D007896,,https://www.leishvet.org/canine-leishmaniosis-directions/,,LeishVet guidelines (canine leishmaniosis directions),2026-07-22,人工建立(同名複製人類病);事後經 agent 查證跨物種病種是否等價,,EQUIVALENT,跨物種病種查證(pet_bridges_provenance.csv),https://www.leishvet.org/canine-leishmaniosis-directions/,
